time,return_percent,true_variance
0,0.4446094149214424,1.141331248995966
1,0.8846676985517589,1.0687949515356445
2,0.44599893238953625,1.050351575664871
3,0.7065340557671989,0.9888273938168484
4,-1.1265185850037618,0.9578744273370794
5,0.46737896084152325,0.9980898853173522
6,-0.08618441265463837,0.9443309338475613
7,-0.06122592702094494,0.8819132321451189
8,1.202058767367169,0.8266114563853375
9,-0.4408037629476253,0.8891991159798643
10,-0.5943928062524647,0.8494824306980159
11,-1.1750889905460489,0.8277428206442363
12,-0.2592879320049553,0.8926726977928778
13,1.0023463902568415,0.8417921139748208
14,-1.5338013006984654,0.867977414733894
15,0.2720912392949022,1.0069640035300063
16,-2.437186615391853,0.9412123225407447
17,-0.7853542619029515,1.3612881288647252
18,0.5187832460031057,1.299821192374178
19,-0.5733319821783818,1.2137454274087482
20,-1.2669412307560535,1.1462594034057567
21,-0.38189923556434074,1.1912056935106583
22,1.0626456686902064,1.1111828499331553
23,1.5952528591906745,1.1148097071762524
24,1.696813293583025,1.2295462679461737
25,0.8147818001624614,1.356936941515573
26,0.4302750143818021,1.294638757323263
27,1.1011676406120923,1.2027481534385505
28,-1.2477615494034395,1.201932252394462
29,-1.057637378716741,1.2362779297987911
30,1.4528873893493397,1.2308287638235353
31,0.9953184301935736,1.2973826138092206
32,1.0053115791611746,1.2677963833741346
33,0.26734601008721026,1.2433279300115654
34,-0.8643325549279779,1.1490229823066624
35,-1.12496117037209,1.1237037498462987
36,1.023199038328336,1.143734186397529
37,1.1746195712436716,1.1369987488700575
38,-1.1853346929440118,1.1572106073495643
39,-0.784872651692964,1.1845718722287715
40,-0.09006436009581588,1.14424884639678
41,0.9196057817929074,1.0579081178982304
42,-0.32823320721083177,1.045702388761261
43,-0.8236264980139052,0.9799194114382571
44,0.9931111364234062,0.9692655355177627
45,0.6108812383798565,0.9787092939621316
46,-0.6528176947033876,0.9391954297162208
47,-0.609918549037733,0.9127066701747528
48,1.0641599439354963,0.8849256600275267
49,-1.2058689233991564,0.9159561799057738
50,-0.26937879001004594,0.9762618077055455
51,0.4499781234596083,0.9158095975094943
52,0.1733911598485408,0.8707029407406627
53,0.8606456988003292,0.8181008956853577
54,-1.5354832147445958,0.8264636034760343
55,0.03735038463315625,0.9708502135670848
56,0.30640049413724757,0.9043722708067882
57,0.32799653697824427,0.8524096177533385
58,0.5384878150953186,0.8077094129661851
59,-1.0120612931864272,0.7822906525624282
60,1.3315260039902124,0.823627815286428
61,0.4537002741869333,0.9124005141834595
62,0.5423074965288321,0.8679601267078301
63,-0.507328799346134,0.8356293211773077
64,0.18243386546277493,0.8075998556456176
65,1.1820025664160485,0.7627986538200778
66,0.006176805472932105,0.8292828125102671
67,0.1925111106006871,0.7797841614655897
68,0.2921899828065761,0.7385908687521735
69,-1.3520494242773384,0.7058869554411322
70,-0.13642914334669468,0.8217820906009785
71,0.630140272305073,0.7751258458799156
72,-0.40643402106949783,0.7618924365254064
73,-0.016152931639078476,0.7350130220883977
74,-0.007338125438969341,0.696916022195078
75,-1.2668019830525041,0.6633458893798699
76,0.7240395680678315,0.7662131301413141
77,-1.1634696329283218,0.7639212915967675
78,0.406064714129661,0.834298766370235
79,-0.0992013139566761,0.7961065914854882
80,-0.2757586138182202,0.7517105167671495
81,0.07660644855772576,0.7185031073669056
82,0.6426593175766598,0.6825390776843424
83,0.6916092739553553,0.6816507584234238
84,-0.3364144558826406,0.6859373887616402
85,-0.11399373662193339,0.6637874032592129
86,-0.6651591944098556,0.63556926058442
87,-1.1554452667835682,0.6468563990490386
88,0.8323534899792249,0.7297673571794654
89,-0.9270689524389559,0.7449887297324437
90,-0.6282936155811162,0.7773452502184561
91,0.35242532444072305,0.7676865891525003
92,-1.1349365343690194,0.7344047261605618
93,0.4502114395969753,0.8029864308949202
94,-0.7210739593362808,0.771434609808338
95,-0.979022828581496,0.7727977056878457
96,-0.5025701862920915,0.809905709967462
97,-0.733826913917164,0.7845633927394746
98,0.22926299432021205,0.7858761869024078
99,1.2441013496740945,0.7450743245374678
100,0.6324433990666788,0.8255393347348869
101,0.43753571214241177,0.8064815679315283
102,-0.521213929657717,0.7736506654528865
103,-0.18941683217299676,0.7542455870109841
104,0.09822633910804832,0.7172445493374559
